avg_latency,std_latency,p95_latency,p99_latency,failure_rate,timeout_rate,avg_retries,request_velocity,latency_trend,jitter,payload_trend,throughput_bytes_per_sec,time_since_success,total_requests,label
26.88,6.04,40.82,50.43,0.0001,0.0,0.09,3.97,-0.44,3.75,0.13,239770,3.5,27330,stable
979.28,250.92,2876.68,5303.49,0.2148,0.1718,8.71,1.04,7.58,107.03,1.16,1421,352.9,4752,critical
55.78,7.5,86.08,103.48,0.0,0.0,0.04,3.53,-0.1,2.29,0.07,472488,3.5,17045,stable
43.14,4.31,61.39,74.54,0.0,0.0,0.11,3.98,0.44,2.71,0.18,340985,0.7,47037,stable
49.65,7.93,76.39,91.94,0.0,0.0,0.28,4.26,0.43,2.35,0.19,293150,3.1,25714,stable
38.39,4.52,60.98,65.63,0.0,0.0,0.06,3.78,0.46,3.36,0.06,420576,2.6,12841,stable
99.58,10.55,196.85,232.45,0.0027,0.0022,0.89,2.68,2.46,13.23,0.71,90394,11.1,5077,degrading
28.69,3.53,41.63,55.22,0.0,0.0,0.18,4.28,-0.49,4.32,0.18,364731,0.3,18740,stable
20.0,7.66,28.5,35.68,0.0,0.0,0.17,4.51,0.07,3.63,-0.05,290407,1.8,48695,stable
40.8,7.91,64.64,78.87,0.0,0.0,0.23,4.04,0.46,4.98,0.03,303520,2.8,29390,stable
50.77,7.7,70.34,82.89,0.0001,0.0,0.12,4.92,-0.3,3.31,0.06,409666,0.6,22423,stable
41.59,2.16,66.26,82.46,0.0,0.0,0.01,4.26,-0.01,4.05,0.25,241787,2.2,24049,stable
25.3,2.82,35.79,50.47,0.0,0.0,0.18,4.07,0.21,4.18,-0.02,261976,4.8,13240,stable
27.66,7.13,41.65,44.46,0.0001,0.0,0.15,4.39,0.21,4.33,-0.05,424027,2.4,23080,stable
802.51,71.97,3065.61,4517.9,0.2022,0.1618,5.36,1.0,12.69,84.13,2.25,11287,62.3,4704,critical
37.58,7.66,56.51,73.55,0.0001,0.0,0.0,4.25,0.1,2.06,-0.02,209523,3.1,8157,stable
84.14,17.84,145.84,206.05,0.0025,0.0008,1.18,3.1,1.76,11.82,0.6,102394,16.1,14992,degrading
108.88,16.38,181.94,230.04,0.0021,0.0014,0.67,2.98,2.51,14.99,0.48,87882,11.1,11388,degrading
301.52,53.97,671.84,1255.28,0.0546,0.0367,4.08,1.33,5.77,28.4,1.39,59995,84.8,3702,congested
27.25,4.13,41.3,46.84,0.0,0.0,0.18,3.58,-0.0,3.39,0.03,408364,0.5,4681,stable
443.67,36.35,1106.75,1384.9,0.0695,0.0317,3.14,0.89,7.04,17.42,0.67,59806,93.1,4068,congested
30.8,2.53,47.23,57.3,0.0,0.0,0.27,4.61,0.08,3.69,0.09,190759,4.4,27098,stable
40.0,7.71,61.65,66.82,0.0001,0.0,0.14,4.44,0.16,1.76,-0.05,108269,4.6,17939,stable
111.19,8.72,207.81,290.58,0.0029,0.0007,0.92,3.43,1.14,11.7,0.49,112754,5.0,4118,degrading
60.0,11.48,118.42,144.97,0.0024,0.0008,0.62,3.32,1.08,10.56,0.46,116489,15.0,17565,degrading
274.19,32.4,559.47,1097.86,0.067,0.0321,2.13,0.75,4.27,48.7,1.89,13284,67.0,5662,congested
26.61,6.72,35.82,49.37,0.0,0.0,0.05,4.72,0.41,1.33,-0.04,191381,2.5,39767,stable
120.0,18.14,211.46,261.29,0.005,0.0018,1.1,3.48,2.2,14.7,0.37,131517,15.2,8264,degrading
2000.0,166.89,7017.33,11282.78,0.2424,0.172,3.61,1.03,7.87,74.11,1.83,3407,134.6,2631,critical
35.57,2.48,54.6,70.93,0.0,0.0,0.27,4.58,-0.37,2.42,0.27,390133,3.0,28394,stable
35.89,4.98,51.74,61.88,0.0,0.0,0.26,3.98,0.09,1.31,0.0,137688,1.6,43884,stable
193.63,65.36,553.21,662.29,0.0551,0.0311,2.83,0.79,3.09,41.69,1.02,44362,50.7,5786,congested
1421.33,256.48,4102.3,7066.95,0.2149,0.1557,9.88,1.14,17.67,38.21,2.63,22913,566.8,2339,critical
73.53,10.17,136.19,199.75,0.0046,0.0008,0.9,2.8,1.37,6.73,0.48,61015,14.8,5492,degrading
59.07,7.39,87.74,113.14,0.0001,0.0001,0.07,3.61,0.22,2.16,0.06,467971,2.8,5756,stable
60.0,18.09,94.53,135.98,0.006,0.0035,0.71,3.03,2.21,14.45,0.73,107706,8.2,10728,degrading
276.09,23.78,581.45,1130.37,0.0507,0.0318,1.84,1.89,9.16,15.42,0.83,35057,118.9,9817,congested
61.83,19.94,93.69,135.47,0.0049,0.002,0.82,3.43,2.8,5.38,0.45,101057,10.4,1961,degrading
25.34,5.59,36.52,43.95,0.0,0.0,0.17,3.88,-0.46,4.34,0.26,164988,3.9,37316,stable
43.06,3.46,63.83,85.6,0.0,0.0,0.18,3.94,0.42,4.66,0.06,273716,3.5,33486,stable
38.29,6.41,60.82,66.99,0.0,0.0,0.28,4.14,0.43,1.65,-0.04,479700,2.5,10109,stable
1223.42,226.11,3070.9,5685.0,0.2262,0.155,4.48,0.34,15.83,120.7,1.7,3176,321.6,4065,critical
41.92,4.09,56.63,70.84,0.0,0.0,0.27,4.0,0.29,3.5,0.04,427115,3.0,1422,stable
1165.39,245.46,4044.19,5837.96,0.2347,0.1721,9.6,0.51,7.03,140.38,2.91,12864,410.1,461,critical
92.97,14.8,164.79,223.44,0.0022,0.0018,0.91,3.34,1.4,9.34,0.69,89805,5.6,10922,degrading
113.97,14.02,199.56,261.05,0.0023,0.0007,0.81,3.44,2.23,8.08,0.78,84271,19.7,6163,degrading
75.24,17.06,128.68,197.23,0.0083,0.0015,0.5,2.67,2.37,12.83,0.23,104681,7.0,15236,degrading
391.82,75.62,825.08,1597.45,0.0662,0.0372,3.95,1.81,9.79,34.79,1.6,69476,24.6,14944,congested
33.98,4.68,47.35,58.01,0.0,0.0,0.27,3.52,0.35,3.08,0.15,136548,2.2,12137,stable
114.53,19.34,191.21,311.08,0.0022,0.0017,0.5,3.48,2.91,7.97,0.57,54691,7.5,17722,degrading
94.65,16.26,149.9,250.23,0.0033,0.0015,0.75,3.1,2.01,11.49,0.55,90594,13.1,26207,degrading
361.23,33.51,743.97,1113.52,0.0602,0.0389,4.88,2.4,9.81,47.87,1.44,31582,116.9,11167,congested
349.33,51.96,967.61,1163.76,0.0558,0.0391,4.06,0.52,7.93,34.04,0.71,40458,72.4,7079,congested
60.0,12.72,100.07,125.56,0.0024,0.0012,0.75,2.75,1.78,6.11,0.43,94830,15.6,12306,degrading
101.55,9.27,171.24,236.83,0.0027,0.002,1.01,2.75,2.92,5.19,0.59,57709,17.8,29045,degrading
1413.86,272.99,4698.61,7230.14,0.2245,0.1796,9.34,1.14,5.73,106.42,2.16,11705,358.4,2284,critical
53.09,6.05,79.31,98.04,0.0,0.0,0.2,4.34,-0.44,3.49,0.23,496979,0.1,33342,stable
60.0,18.61,118.83,153.19,0.002,0.001,0.31,2.88,2.74,7.63,0.6,86010,10.9,22505,degrading
36.55,7.92,55.98,61.38,0.0001,0.0,0.1,3.6,-0.19,2.3,0.19,355022,4.4,24138,stable
39.39,5.22,54.56,67.49,0.0,0.0,0.09,4.08,0.07,4.79,0.14,158951,0.0,42698,stable
60.0,6.44,87.69,98.1,0.0,0.0,0.06,4.11,0.23,4.86,0.22,476139,0.7,4487,stable
85.14,13.58,137.23,179.12,0.0031,0.0006,1.06,3.31,0.57,6.4,0.65,83573,14.7,17098,degrading
109.89,11.88,185.77,267.09,0.0034,0.0023,0.43,2.89,1.26,9.1,0.3,110971,5.7,11942,degrading
91.09,10.34,163.46,236.22,0.0013,0.001,0.72,2.65,0.66,9.37,0.31,138665,16.4,18742,degrading
39.1,5.78,60.55,74.82,0.0,0.0,0.2,4.22,0.31,4.8,-0.09,493008,0.4,40904,stable
59.4,5.27,82.13,111.9,0.0,0.0,0.07,3.84,0.32,4.72,-0.06,280023,1.7,43663,stable
115.6,16.41,180.51,272.77,0.0043,0.0012,0.85,2.86,2.59,9.84,0.68,128118,17.7,25568,degrading
693.23,122.74,2422.15,4025.68,0.2082,0.1585,6.96,0.89,5.55,75.5,1.16,18461,526.9,4649,critical
1012.14,224.63,3015.35,4307.13,0.2153,0.1723,8.29,0.48,14.06,121.79,2.0,16470,303.2,3480,critical
2000.0,260.07,6801.23,10275.18,0.2141,0.1713,5.96,0.62,13.55,142.69,2.23,15747,126.6,3337,critical
120.0,16.25,200.01,255.12,0.0022,0.0008,0.31,3.13,1.61,13.6,0.46,91114,11.8,25865,degrading
29.92,7.22,39.11,51.65,0.0,0.0,0.07,4.56,-0.46,1.21,0.14,356822,3.3,19222,stable
1018.15,209.98,2565.77,5718.49,0.2296,0.1586,7.14,0.67,18.3,146.77,2.85,23273,278.9,3809,critical
68.43,13.35,121.96,191.34,0.0047,0.001,0.77,3.28,2.34,8.68,0.52,50557,13.0,17916,degrading
24.2,3.5,31.94,45.41,0.0,0.0,0.08,4.74,-0.01,3.17,0.02,172723,0.4,35991,stable
38.24,3.22,51.08,74.27,0.0,0.0,0.05,3.59,-0.13,3.02,0.21,300420,3.9,6656,stable
139.14,62.14,310.85,592.47,0.079,0.0361,3.59,1.89,9.45,45.56,0.99,18402,30.4,14534,congested
45.48,6.39,61.69,88.39,0.0,0.0,0.15,4.74,-0.16,1.7,0.18,430391,0.5,12753,stable
33.41,7.36,48.74,62.4,0.0,0.0,0.01,4.13,0.4,4.93,0.15,164655,4.5,26296,stable
205.06,30.3,412.0,921.11,0.0643,0.0384,4.81,1.18,4.48,20.14,1.55,12030,104.6,4632,congested
80.15,10.71,155.13,179.24,0.002,0.0016,0.96,3.25,1.15,14.21,0.8,106129,9.7,11049,degrading
78.3,17.81,136.01,195.67,0.0024,0.0019,1.11,3.24,0.64,10.59,0.62,104088,17.5,9374,degrading
76.92,17.59,141.99,189.77,0.0017,0.0011,0.83,3.18,2.47,5.96,0.64,104686,6.5,20261,degrading
381.43,68.52,826.96,1548.18,0.0607,0.0478,4.09,1.25,9.84,44.12,0.91,72141,29.9,10374,congested
312.2,21.35,635.43,1344.15,0.0527,0.0421,4.79,0.83,3.99,18.41,0.69,27694,89.9,10110,congested
102.43,9.36,200.07,262.53,0.002,0.0016,1.01,3.34,0.89,11.84,0.78,75606,15.8,8138,degrading
30.67,2.07,42.1,57.39,0.0,0.0,0.19,4.05,0.35,4.03,0.14,245680,1.0,39031,stable
29.65,6.51,44.38,58.78,0.0,0.0,0.23,4.17,0.28,1.26,0.1,113445,0.3,45415,stable
93.98,8.44,163.31,199.14,0.0052,0.0018,0.6,2.93,2.43,13.98,0.31,79629,5.1,25768,degrading
111.0,15.99,177.28,268.53,0.0018,0.0011,1.15,2.81,2.66,11.39,0.68,53770,9.2,25488,degrading
22.18,6.9,34.56,42.99,0.0,0.0,0.05,4.32,0.48,4.75,-0.08,165925,0.7,36573,stable
42.1,3.83,63.29,79.35,0.0001,0.0,0.09,4.75,-0.17,4.18,-0.07,362097,3.4,25079,stable
819.51,214.39,2837.92,4774.02,0.2083,0.1667,9.58,0.58,5.3,33.9,2.14,25708,532.6,4506,critical
90.36,11.87,172.56,194.7,0.0024,0.0019,0.48,3.32,2.84,14.92,0.71,72169,11.2,3120,degrading
493.23,34.94,1445.26,2078.12,0.0718,0.038,4.11,2.26,6.2,39.91,0.63,64461,95.6,6218,congested
118.16,8.82,208.84,288.07,0.0038,0.003,0.55,3.1,1.45,7.33,0.75,103669,8.0,20291,degrading
46.73,7.74,70.97,82.59,0.0,0.0,0.17,4.03,-0.08,2.39,-0.04,127396,1.6,23475,stable
55.59,7.35,86.14,89.91,0.0,0.0,0.2,4.13,-0.46,3.88,0.01,119634,0.1,46636,stable
47.18,7.41,61.41,81.12,0.0,0.0,0.11,4.43,0.11,1.31,0.24,339225,4.3,43514,stable
103.6,18.91,155.86,243.22,0.0027,0.0022,0.68,3.32,2.14,11.81,0.34,82505,19.3,25484,degrading
259.59,72.92,581.51,804.1,0.0575,0.0311,2.88,2.11,9.52,36.21,1.26,15332,81.7,4966,congested
29.67,6.23,45.8,51.59,0.0,0.0,0.09,4.53,-0.07,3.51,0.23,236328,2.8,39101,stable
83.82,18.76,136.43,191.89,0.0015,0.0012,0.96,3.03,2.88,13.29,0.59,53790,9.3,9592,degrading
358.78,37.21,719.23,1362.19,0.0667,0.0497,3.13,2.01,3.08,36.44,1.57,67175,41.7,3131,congested
32.45,5.14,43.49,52.25,0.0,0.0,0.18,3.84,0.35,2.97,0.23,262405,4.9,38753,stable
69.71,11.24,108.68,146.71,0.0056,0.0022,0.58,2.84,2.52,12.75,0.35,55515,16.5,12591,degrading
120.0,14.22,215.12,316.67,0.0037,0.0012,0.88,3.47,0.6,12.22,0.39,52328,17.4,5299,degrading
66.39,18.19,115.63,175.09,0.0022,0.0008,0.47,3.09,1.56,12.63,0.32,77008,11.0,5413,degrading
500.0,79.91,1417.17,1550.1,0.0796,0.0371,4.04,2.07,5.08,22.85,1.51,72190,22.1,14807,congested
92.33,16.6,151.26,251.98,0.0028,0.0017,0.41,2.93,2.98,14.18,0.4,72388,8.8,20701,degrading
462.72,48.84,1175.96,1690.15,0.0555,0.0319,4.44,2.21,5.66,32.43,1.7,63389,56.3,4824,congested
59.46,4.15,89.01,100.85,0.0,0.0,0.13,4.37,0.02,4.04,0.01,241220,4.5,47376,stable
43.75,2.89,68.09,80.82,0.0,0.0,0.14,4.42,0.32,1.72,0.18,414970,2.2,16838,stable
956.89,153.57,3643.17,4853.58,0.2241,0.179,7.89,0.33,13.47,139.03,1.29,24601,488.2,1920,critical
487.34,76.92,1070.84,1929.84,0.0607,0.0333,4.23,0.57,4.05,42.66,1.95,46437,35.3,4886,congested
60.0,3.67,81.94,100.39,0.0,0.0,0.11,3.63,0.06,4.38,0.22,170049,3.4,11804,stable
86.37,16.34,167.95,233.4,0.0021,0.0017,0.77,3.24,1.0,10.49,0.4,147476,12.1,22789,degrading
73.41,10.52,127.52,154.71,0.0036,0.0029,1.02,3.22,1.68,13.24,0.45,130355,5.5,4471,degrading
109.53,16.3,193.74,239.98,0.0055,0.0023,0.58,2.56,2.87,11.09,0.22,133336,7.3,24171,degrading
114.87,11.03,213.92,301.97,0.0022,0.0018,0.74,2.81,2.21,10.24,0.78,109816,14.5,15846,degrading
44.35,5.11,57.82,84.82,0.0001,0.0,0.12,3.69,0.26,2.32,0.2,248678,4.9,9384,stable
37.35,3.15,52.8,65.63,0.0,0.0,0.02,3.59,-0.01,4.83,0.07,242592,5.0,27066,stable
351.9,40.87,828.76,1074.71,0.0648,0.0372,4.77,2.4,3.39,49.49,0.76,33196,103.7,10347,congested
57.28,6.61,90.26,99.46,0.0,0.0,0.27,3.58,-0.38,4.3,0.28,223068,0.0,16812,stable
39.34,3.49,54.78,76.24,0.0001,0.0,0.25,3.77,-0.28,2.26,0.22,249060,1.8,49942,stable
1148.8,214.31,2963.64,5047.32,0.2543,0.1768,9.32,0.9,9.16,43.69,1.9,20308,502.4,2534,critical
353.08,70.86,777.3,1273.18,0.0596,0.0334,2.0,1.87,5.58,23.3,1.54,39497,104.6,8279,congested
91.57,8.38,138.23,251.93,0.004,0.0006,0.9,3.03,1.31,13.73,0.44,87466,14.6,27649,degrading
47.78,4.87,62.36,83.76,0.0,0.0,0.29,4.89,0.18,1.4,-0.02,173563,2.6,11182,stable
49.03,6.6,77.41,79.86,0.0,0.0,0.06,4.74,-0.15,1.78,0.27,185673,5.0,6320,stable
120.0,8.77,187.3,288.59,0.0024,0.0019,0.97,3.25,0.61,11.11,0.68,109397,13.1,16170,degrading
24.22,2.12,38.5,40.2,0.0,0.0,0.02,3.65,-0.08,4.26,0.26,197924,2.9,38649,stable
340.62,46.04,745.37,1386.04,0.0572,0.0323,1.33,1.83,5.18,19.73,1.73,52429,74.7,12563,congested
42.41,4.63,55.71,83.47,0.0001,0.0,0.25,4.79,0.12,1.05,0.18,267199,2.8,32804,stable
44.59,2.98,67.8,84.32,0.0001,0.0,0.05,4.18,-0.25,2.04,0.25,306055,3.6,2749,stable
120.0,17.44,207.87,298.44,0.0016,0.0012,0.81,3.35,1.85,14.11,0.74,84824,18.1,17760,degrading
60.0,8.03,101.12,165.69,0.0011,0.0009,0.89,3.26,1.19,9.06,0.41,50456,13.6,20238,degrading
43.03,3.9,58.74,70.68,0.0,0.0,0.21,4.04,-0.41,4.37,0.04,187299,4.4,45204,stable
117.73,19.53,178.97,273.44,0.0018,0.0014,0.85,3.06,1.48,5.72,0.57,91978,11.4,7405,degrading
31.39,5.89,42.68,51.92,0.0001,0.0,0.24,3.73,0.41,2.34,0.08,471693,3.8,4640,stable
43.31,3.7,64.62,79.83,0.0,0.0,0.28,3.84,-0.11,3.43,0.2,460661,4.6,39055,stable
120.0,8.35,225.88,286.7,0.0025,0.002,0.48,3.3,1.99,5.32,0.68,145696,5.6,8933,degrading
80.78,10.11,131.4,172.29,0.0046,0.0023,0.47,2.77,0.73,13.37,0.47,140710,11.2,13557,degrading
306.5,72.15,667.06,1202.68,0.0508,0.0406,1.6,1.48,7.86,23.69,0.99,59008,41.2,7868,congested
342.24,75.0,720.4,1180.55,0.0579,0.0364,4.58,1.8,8.51,40.18,1.89,67185,54.1,12830,congested
41.43,6.49,55.77,70.0,0.0,0.0,0.11,4.87,0.16,2.44,0.04,301180,0.2,46405,stable
24.2,6.3,32.66,41.21,0.0001,0.0,0.24,4.76,0.17,3.57,0.28,253474,4.2,46153,stable
288.78,25.02,671.38,902.34,0.0545,0.034,1.85,2.15,7.89,32.74,0.77,47811,36.3,2840,congested
68.96,10.88,114.6,161.83,0.0036,0.0015,0.4,3.49,0.86,6.42,0.69,132834,5.6,5465,degrading
34.31,7.16,50.15,67.26,0.0001,0.0,0.09,4.66,-0.37,4.29,0.15,315633,1.1,39532,stable
245.18,52.53,576.34,998.23,0.0599,0.0335,2.5,0.84,6.93,21.69,1.68,18480,95.8,1573,congested
29.09,7.61,38.71,57.32,0.0,0.0,0.23,4.59,0.07,3.76,-0.08,276630,3.9,24236,stable
423.44,22.56,1027.97,1572.91,0.0674,0.0384,3.56,1.37,8.04,48.89,1.89,16779,53.2,4765,congested
21.65,5.48,30.72,41.57,0.0001,0.0,0.24,4.97,0.27,3.09,0.08,315859,2.3,25641,stable
30.47,6.42,39.78,53.16,0.0,0.0,0.09,3.82,0.06,2.64,0.27,452025,2.4,18603,stable
335.9,67.6,770.27,1020.95,0.0583,0.035,1.79,2.29,3.55,38.89,0.76,66422,77.1,8879,congested
410.56,41.48,846.39,1746.67,0.0517,0.0328,3.15,1.05,5.47,37.39,0.71,34616,92.6,8648,congested
39.79,4.31,54.03,66.0,0.0,0.0,0.16,4.97,0.31,4.61,-0.09,156134,0.4,13898,stable
40.23,4.68,57.19,66.71,0.0,0.0,0.0,4.18,0.37,2.35,0.19,363069,0.8,38970,stable
248.11,27.01,670.34,820.84,0.0575,0.0441,4.15,2.16,5.43,31.53,1.56,12619,86.4,1889,congested
81.11,17.84,135.18,214.91,0.003,0.0005,1.12,3.39,2.45,13.98,0.3,123136,16.3,5042,degrading
46.84,4.37,63.41,80.28,0.0,0.0,0.18,4.5,0.16,2.78,0.04,434369,3.8,16741,stable
66.3,10.57,110.74,174.42,0.0014,0.0011,0.85,3.07,2.27,11.99,0.25,78552,18.3,17906,degrading
717.96,58.29,1939.09,3435.3,0.2141,0.1713,8.87,0.28,17.59,114.02,1.45,26966,419.1,2344,critical
959.5,109.09,3122.51,4995.94,0.2131,0.1573,6.03,0.36,8.27,92.34,1.12,1447,147.6,1684,critical
120.0,19.72,193.03,246.4,0.0029,0.0023,0.49,2.66,0.75,10.8,0.77,62222,12.5,20768,degrading
321.66,51.43,806.26,1104.34,0.0524,0.0419,4.25,1.01,3.28,30.5,0.96,30030,92.5,2305,congested
81.35,13.74,153.18,175.4,0.0022,0.0017,0.85,3.46,2.14,5.78,0.37,101912,6.1,20458,degrading
40.67,6.1,63.24,68.58,0.0,0.0,0.11,3.92,0.17,4.11,0.25,162131,4.1,13485,stable
37.83,8.0,55.02,63.06,0.0001,0.0,0.09,3.64,-0.0,3.83,0.2,123811,1.7,15120,stable
52.86,6.62,78.17,91.7,0.0,0.0,0.27,3.75,-0.12,1.56,0.15,391548,4.7,14664,stable
28.96,2.58,40.31,54.15,0.0,0.0,0.27,4.1,0.31,2.12,-0.1,442095,0.6,1862,stable
43.54,3.71,62.25,78.81,0.0001,0.0,0.18,4.83,0.29,3.34,0.29,275594,4.2,41102,stable
105.24,19.48,194.05,279.46,0.0037,0.0029,0.77,3.4,2.18,10.97,0.39,136280,5.8,27042,degrading
86.21,15.63,146.88,194.8,0.003,0.0019,1.11,3.32,0.85,12.94,0.61,132802,17.7,10693,degrading
111.73,8.94,189.29,293.36,0.0029,0.0008,0.76,2.76,2.73,6.48,0.48,108279,17.4,4930,degrading
60.0,6.66,85.14,117.77,0.0001,0.0,0.28,4.97,-0.15,1.43,0.16,111933,2.4,14317,stable
52.3,5.15,81.96,83.75,0.0001,0.0,0.17,3.5,-0.13,1.56,0.18,291610,1.5,23923,stable
171.94,58.42,509.78,521.93,0.0808,0.0378,1.62,1.76,5.85,26.16,1.26,66331,61.3,10566,congested
49.01,2.29,67.9,90.64,0.0,0.0,0.29,4.16,-0.2,2.39,0.11,474680,3.7,29278,stable
23.69,6.29,37.6,44.45,0.0,0.0,0.08,4.71,0.45,2.86,0.18,394810,3.3,27808,stable
50.11,2.07,73.45,95.02,0.0,0.0,0.02,3.66,0.34,1.96,-0.02,301964,3.8,4035,stable
48.04,3.04,75.75,86.91,0.0,0.0,0.07,4.46,-0.04,3.22,-0.05,420846,3.9,2057,stable
72.93,8.16,141.13,191.24,0.0027,0.0011,0.96,3.09,1.11,6.19,0.48,90266,15.1,5517,degrading
35.92,4.42,56.99,62.74,0.0001,0.0,0.05,3.79,-0.37,3.06,0.21,392914,1.3,42725,stable
21.02,5.41,27.67,37.93,0.0,0.0,0.16,4.81,-0.38,2.98,0.08,103247,2.2,19082,stable
328.67,78.54,716.2,1110.3,0.0539,0.0331,2.93,2.26,6.13,37.05,1.66,42740,46.1,13419,congested
36.83,5.02,51.38,69.68,0.0,0.0,0.29,3.97,-0.4,3.11,-0.08,144217,1.1,23753,stable
120.0,15.29,237.9,322.1,0.0024,0.0019,0.66,3.1,2.23,5.19,0.55,101799,13.9,2734,degrading
64.02,17.75,110.18,158.19,0.0021,0.0014,0.86,3.13,1.89,14.38,0.76,84206,11.8,23875,degrading
492.81,70.01,996.53,1516.08,0.0529,0.0399,3.3,0.83,8.26,38.82,1.59,31160,101.4,13405,congested
80.57,8.15,138.08,183.04,0.0024,0.001,1.02,2.75,0.84,10.28,0.32,87416,16.7,6978,degrading
1193.96,81.43,4536.35,4919.05,0.2035,0.1589,8.65,0.25,6.39,102.43,2.92,13447,499.9,2356,critical
80.72,18.47,139.42,211.57,0.0032,0.0009,0.79,2.53,2.83,11.5,0.47,56180,14.5,1023,degrading
60.0,14.13,102.03,157.84,0.0017,0.0013,0.64,2.6,2.8,8.45,0.42,140904,18.8,8255,degrading
36.03,6.49,48.73,63.76,0.0001,0.0,0.01,4.48,-0.45,4.92,0.14,288158,2.1,29080,stable
55.31,3.12,87.17,105.92,0.0001,0.0,0.02,3.55,-0.08,1.76,0.2,367494,1.6,3243,stable
53.54,2.97,81.83,92.97,0.0,0.0,0.22,4.72,-0.26,1.92,-0.06,160117,0.0,29901,stable
48.05,4.7,68.01,91.77,0.0001,0.0,0.21,4.57,0.03,3.01,-0.03,271714,4.4,42881,stable
97.86,10.41,161.26,261.26,0.0014,0.0011,1.02,3.28,1.25,12.28,0.33,107623,15.5,21583,degrading
988.15,267.69,3118.22,4140.87,0.2681,0.169,5.75,0.41,10.19,117.29,1.87,15574,193.8,844,critical
45.82,3.56,69.67,83.42,0.0,0.0,0.11,4.96,-0.49,4.94,0.29,498460,2.4,48226,stable
62.27,17.59,94.54,134.82,0.0011,0.0007,0.58,3.08,2.82,8.08,0.8,58604,6.3,21532,degrading
35.07,4.81,50.0,58.61,0.0,0.0,0.24,3.55,0.48,2.82,0.04,217089,0.9,39787,stable
120.0,19.21,227.78,327.27,0.0031,0.0009,0.89,2.57,1.86,8.37,0.78,97527,18.9,1390,degrading
236.51,43.85,556.23,1050.06,0.0762,0.0351,3.73,1.45,7.87,30.92,1.48,64625,21.5,3362,congested
39.94,2.06,53.6,69.05,0.0,0.0,0.19,4.33,0.49,3.93,0.21,448985,1.1,5106,stable
98.4,14.11,194.43,223.67,0.0026,0.0011,0.38,3.03,0.78,9.34,0.25,108891,5.7,19038,degrading
263.71,20.98,791.09,903.23,0.0619,0.0355,2.44,0.55,6.22,47.74,0.88,27574,66.8,2312,congested
30.01,7.92,41.13,56.06,0.0,0.0,0.06,4.11,0.28,3.45,0.11,336772,0.5,24405,stable
232.15,66.81,635.08,871.7,0.0562,0.0364,1.61,1.36,5.99,41.57,0.68,76225,25.6,4762,congested
41.01,4.26,61.18,73.73,0.0,0.0,0.16,3.76,-0.19,2.29,-0.04,182073,3.9,9192,stable
79.55,13.25,124.43,217.92,0.0045,0.0028,0.36,2.75,2.44,12.75,0.33,68471,10.5,2356,degrading
962.46,117.56,3789.28,4030.39,0.2167,0.1527,9.17,0.86,10.19,86.46,2.18,18916,405.5,783,critical
1627.86,148.91,4284.35,7371.65,0.2503,0.1686,5.61,0.18,6.18,129.18,1.45,11226,346.5,3356,critical
49.35,4.03,69.58,81.05,0.0,0.0,0.24,4.67,0.22,2.07,0.24,157153,1.8,17977,stable
60.0,2.29,93.7,111.79,0.0,0.0,0.14,3.75,-0.46,1.76,0.17,132897,2.8,8174,stable
84.37,19.49,140.33,220.39,0.0026,0.002,0.46,3.06,2.48,5.38,0.46,54264,8.7,3217,degrading
308.15,59.05,652.57,1298.92,0.0599,0.0396,1.67,1.37,4.77,20.44,0.93,56530,68.3,2805,congested
20.0,4.01,28.37,36.24,0.0,0.0,0.12,4.52,-0.44,1.14,0.06,378865,1.0,32433,stable
41.47,4.17,58.27,77.75,0.0,0.0,0.04,3.88,-0.24,3.28,0.06,131948,3.1,5854,stable
1560.95,67.78,6025.33,6389.37,0.2186,0.1623,7.51,0.26,13.68,54.11,2.64,6424,292.1,2766,critical
35.97,6.24,55.57,69.95,0.0,0.0,0.11,4.02,0.49,2.34,0.0,241569,3.0,45638,stable
1689.45,159.38,4667.74,8580.15,0.2167,0.1707,4.61,0.14,6.39,53.35,0.81,10159,558.0,2780,critical
40.47,7.54,59.85,80.48,0.0,0.0,0.23,4.66,0.16,1.86,0.06,410451,4.8,4868,stable
362.13,24.07,1070.77,1090.52,0.0546,0.0327,4.8,0.66,5.44,21.21,1.99,48221,101.2,2536,congested
44.66,6.06,69.29,86.8,0.0,0.0,0.04,3.75,-0.5,3.87,0.19,305973,0.8,5094,stable
86.23,8.65,155.04,188.66,0.0033,0.0026,0.81,3.38,2.53,11.8,0.54,113145,8.2,18058,degrading
46.76,2.88,64.45,93.43,0.0,0.0,0.2,4.24,-0.11,2.2,0.28,303237,2.8,47513,stable
41.86,6.52,57.17,74.39,0.0,0.0,0.14,3.97,0.08,3.92,0.06,351687,3.5,35844,stable
46.19,3.36,62.35,80.06,0.0,0.0,0.06,3.56,-0.48,4.1,-0.05,287088,3.0,21989,stable
234.26,52.65,685.87,783.85,0.0535,0.0372,4.61,0.62,5.37,36.53,1.78,29576,20.8,2885,congested
31.26,3.16,43.98,52.14,0.0001,0.0,0.19,4.08,0.41,4.88,-0.03,189205,2.6,5471,stable
53.06,6.58,82.79,86.16,0.0,0.0,0.05,3.8,-0.28,1.06,0.19,259840,0.1,19130,stable
1174.69,72.26,3031.97,6419.94,0.26,0.1949,3.83,1.07,19.51,120.01,0.93,19277,129.3,4228,critical
